@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute left_hit {0,1,2}
@attribute left_type {0,1,2,3}
@attribute left_pos numeric
@attribute right_hit {0,1,2}
@attribute right_type {0,1,2,3}
@attribute right_pos numeric
@attribute kick {0,1,2}

@data
394,'2019/04/12 13:46:23:727',12,32013793280,25919266816,8841500672,1542945664,32188592128,28690888704,5255563776,1777531136,29458915328,19932223488,4006552320,10109775872,10176234496,9700464640,9646337024,23672393728,15322179584,19001729024,14979890176,17957838848,11473024000,11999638528,12171119616,10915416064,31076542464,26055591936,16144132096,6870268416,32212252672,32212252672,9991326720,7577277440,32212252672,32212252672,15597810688,12901705728,32212252672,32212252672,17349380096,18525011968,0,0,0,?,2,?,?,?,?,?
395,'2019/04/12 13:46:23:975',12,31912079360,25850953728,8775718912,1463774336,32166309888,28636606464,5157055488,1445119232,29524914176,20123748352,3751207424,3686518528,10035085312,9472706560,8383269888,14746147840,15129208832,18799927296,15077450752,26507669504,11199868928,11842327552,15005306880,15347294208,30979973120,25793767424,17782444032,9439513600,32212252672,32212252672,9901435904,7467079680,32212252672,32212252672,15499164672,12775246848,32212252672,32212252672,17227503616,18388500480,0,0,0,?,2,?,?,?,?,?
396,'2019/04/12 13:46:24:224',12,31913652224,25896998912,8870301696,1153224448,32173780992,28652109824,5144207360,1531738368,29628145664,20279021568,3612996608,1916671488,10083209216,9397762048,8319805952,9138458624,15145809920,18800601088,11510288384,15586724864,11058981888,11934542848,13668196352,26478155776,30883663872,25604829184,21330968576,15675261952,32212252672,32212252672,12942015488,9936619520,32212252672,32212252672,15519171584,12821120000,32212252672,32212252672,17257533440,18407665664,0,0,0,?,2,?,?,?,?,?
397,'2019/04/12 13:46:24:475',12,31935346688,25933385728,9009229824,1008504064,32172208128,28665303040,5266867712,1543858816,29737021440,20451479552,3552984064,1977676800,10251559936,9500744704,8349748224,5880912896,15331744768,18990415872,11814861824,10357917696,10974084096,11969164288,7763649024,19512891392,30779854848,25333176320,20703008768,23747778560,32212252672,32212252672,18003095552,17087652864,32212252672,32212252672,15610179584,12873734144,32212252672,32212252672,17219678208,18411864064,0,0,0,?,2,?,?,?,?,?
398,'2019/04/12 13:46:24:725',12,31932135424,25948391424,9016724480,857155328,32171945984,28685047808,5281170944,1514670848,29278959616,20014458880,3601426944,1949740416,9982700544,9629548544,8199998464,5983717888,15285268480,18987823104,11732009984,6016877568,11345307648,11950191616,6521462784,12776711168,31006121984,25684377600,17207484416,24988999680,32212252672,32212252672,15445583872,17434699776,32212252672,32212252672,16823973888,15786330112,32212252672,32212252672,17252304896,18378881024,0,0,0,?,2,?,?,?,?,?
399,'2019/04/12 13:46:24:977',12,32027688960,26055581696,9091647488,841680128,32191541248,28729989120,5352215552,1699123968,29056817152,19840200704,3665509888,2058287488,9986320384,9781189632,8311735296,6096409088,15416156160,19204362240,11839522816,4263274240,11580366848,12033238016,6539161600,11112503296,31091718144,25831286784,15949457408,20310274048,32212252672,32212252672,14238973952,19315415040,32212252672,32212252672,16728222720,14562737152,32212252672,32212252672,17206702080,18429421568,0,0,0,?,2,?,?,?,?,?
400,'2019/04/12 13:46:25:226',12,32031815680,26051608576,9162539008,832103744,32191934464,28709738496,5405631488,1760842752,28746352640,19585234944,3719430656,2165574400,9893246976,9818731520,8320278528,6152672768,15318266880,19095873536,11654086656,3546984448,11934642176,12051708928,6593990656,9549420544,31247155200,26093402112,16029422592,16136529920,32212252672,32212252672,14092329984,23255009280,32212252672,32212252672,17105531904,14954237952,32212252672,32212252672,17186746368,17709303808,0,0,0,?,2,?,?,?,?,?
401,'2019/04/12 13:46:25:475',12,32022382592,26075447296,9181151232,776869824,32192722944,28727408640,5401253376,1818861952,28534489088,19454048256,3712078592,2247543040,9797462016,9863808000,8264923648,6023088128,15317669888,19109152768,11548491776,3778927104,12185909248,12134108160,6701030400,8482311680,31330295808,26339366912,16149972992,14334781440,32212252672,32212252672,13361118208,23919759360,32212252672,32212252672,17854173184,18239696896,32212252672,32212252672,17686378496,18066661376,0,0,0,?,2,?,?,?,?,?
402,'2019/04/12 13:46:25:723',12,32011628544,26057832448,9202306048,796868288,32185249792,28716398592,5339615744,1791485056,28703397888,19501379584,3670454784,2110852608,9832135680,9799403520,8167102976,6122294784,15274692608,18965184512,11516187648,3641357568,11987281920,12068698112,6713543680,10291502080,31271966720,26188718080,16282902528,18398709760,32212252672,32212252672,18428030976,26129264640,32212252672,32212252672,21361231872,20461576192,32212252672,32212252672,17572339712,19260989440,0,0,0,?,2,?,?,?,?,?
403,'2019/04/12 13:46:25:977',12,31984822272,26038935552,9037250560,1107407232,32187150336,28700051456,5071467520,1570178816,28842778624,19354150912,3790035712,2047595520,9811148800,9736469504,8205800960,6657637888,15114121216,18888476672,11665482752,9264861184,11839370240,12063255552,8209960960,18610161664,31275438080,26296641536,18277081088,20467234816,32212252672,32212252672,13989407744,14802156544,32212252672,32212252672,15646045184,12912432128,32212252672,32212252672,17332688896,18531610624,0,0,0,?,2,?,?,?,?,?
404,'2019/04/12 13:46:26:227',12,31993600000,26024411136,8894026752,1515287680,32184725504,28690507776,4971495936,1489148416,28292241408,18433277952,4001004800,5054872064,9385112576,9866158080,8249707520,14017350656,14662120448,18702665728,12962123776,17801084928,12468856832,12119181312,9817238528,12704161792,31566180352,27002855424,16156047360,7353531904,32212252672,32212252672,9922198528,7637331456,32212252672,32212252672,15571010560,12859311104,32212252672,32212252672,17280438272,18506033152,0,0,0,?,2,?,?,?,?,?
405,'2019/04/12 13:46:26:476',12,32040329216,26119720960,8871566336,1785809280,32195473408,28728203264,5059717632,6602279936,25841299456,15791169536,5836826112,14876604416,8560232448,9975012352,9324386304,13935604736,12999000064,17188673536,10618956800,9725249536,13830781952,12604525568,8320139264,6545809408,32076234752,28389414912,16312994816,6289784832,32212252672,32212252672,10041024512,7761561600,32212252672,32212252672,15660545024,12965082112,32212252672,32212252672,17397882880,18570971136,0,0,0,?,2,?,?,?,?,?
406,'2019/04/12 13:46:26:729',12,32052520960,26140688384,8777919488,8511329792,32201502720,28740870144,9896690688,16418960384,23291895808,12737012736,7868359680,11650722816,8761460736,11613072384,8165032960,6542018048,11694199808,15471191040,8914044928,1863692160,15122816000,13746766848,9397643264,6949551616,32146606080,29192394752,16331104256,5838184960,32212252672,32212252672,10053597184,7823054336,32212252672,32212252672,15689751552,12980930560,32212252672,32212252672,17443532800,18658535424,0,0,0,?,2,?,?,?,?,?
407,'2019/04/12 13:46:26:975',12,32065697792,26169638912,11622747136,15266699264,32201570304,28746461184,11223774208,13761313792,22978365440,12266976256,6737110016,8000869376,9072399360,12053987328,7410496000,4255072256,11561965568,15620029440,8989892608,1892832640,15757889536,13768252416,9416327168,6764756992,32194426880,29346469888,16438261760,5977314304,32212252672,32212252672,10101117952,7903617536,32212252672,32212252672,15721572352,13017712640,32212252672,32212252672,17449971712,18637207552,0,0,0,?,2,?,?,?,?,?
408,'2019/04/12 13:46:27:228',12,32078340096,26129745920,10369528832,12550293504,32202551296,28742520832,12529375232,22543173632,24160587776,13464487936,10046513152,11277578240,8880958464,11168261120,8268009472,6532332544,12251737088,16285337600,8985385984,1959460736,15237236736,13271153664,9102597120,6561124352,32191473664,29289738240,16401519616,6089652224,32212252672,32212252672,10126759936,7900373504,32212252672,32212252672,15678936064,13022891008,32212252672,32212252672,17468047360,18658883584,0,0,0,?,2,?,?,?,?,?
409,'2019/04/12 13:46:27:475',12,32078401536,26100121600,8813935616,5097095168,32203534336,28761485312,6897754624,13731383296,26032187392,15314313216,12553113600,26197286912,8627702784,10231762944,13355013120,13690347520,13026719744,16876077056,9654322176,5704541696,13835423744,12606439424,8581581824,6496981504,32121604096,28742512640,16372055040,6210559488,32212252672,32212252672,10158383104,7897875456,32212252672,32212252672,15755976704,13064201216,32212252672,32212252672,17451530240,18698905600,0,0,0,?,2,?,?,?,?,?
410,'2019/04/12 13:46:27:727',12,31972364288,25981657088,8774343680,1896064384,32187150336,28665341952,5126150144,3550764032,27352557568,16745487360,3770304256,10925646848,8537035776,9651463168,11747947520,24669327360,13425298432,17199390720,16070836224,19414306816,12692034560,12039695360,12760551424,13097901056,31935512576,28075030528,16194114560,6198796800,32212252672,32212252672,9984914432,7641139200,32212252672,32212252672,15525992448,12760050688,32212252672,32212252672,17290956800,18428231680,0,0,0,?,2,?,?,?,?,?
411,'2019/04/12 13:46:27:976',12,31935467520,25967308800,8800721920,1604239232,32174370816,28674252800,5112859648,1581965056,27565783040,17250226176,3659349248,2508016640,8529837056,9485956096,6909772800,11222745088,13458304000,17357424640,12463734784,19062870016,12535902208,11956641792,16313445376,25478363136,31889223680,27777185792,21428756480,19534899200,32212252672,32212252672,10104669184,7943412736,32212252672,32212252672,15523770368,12819162112,32212252672,32212252672,17249316864,18391691264,0,0,0,?,2,?,?,?,?,?
412,'2019/04/12 13:46:28:234',12,31904606208,25939040256,8916618240,1046544384,32171945984,28678572032,5117002240,1717155328,28158507008,18149287936,3591638016,2204622592,8709126144,9400857600,6718262784,5296457728,13778952192,17661392896,9952952320,8668198912,12051168256,11849525248,7293630976,15890153472,31682998272,27305324544,19307022336,25394413568,32212252672,32212252672,16180420608,17644251136,32212252672,32212252672,16562451456,15323915264,32212252672,32212252672,17224556544,18412152832,0,0,0,?,2,?,?,?,?,?
413,'2019/04/12 13:46:28:477',12,32014249984,25990883328,9070569472,910628608,32193048576,28711550976,5267430400,1788196480,28682100736,18917236736,3715537408,2198190080,8956092416,9385479168,6620027904,5603106304,14097953792,17938036736,10177020928,4284975360,11793304576,11810288640,7089278464,11922399232,31471147008,27028428800,16916752384,21581979648,32212252672,32212252672,14818974720,19174862848,32212252672,32212252672,17190961152,16442438656,32212252672,32212252672,17365452800,18508288000,0,0,0,?,2,?,?,?,?,?
414,'2019/04/12 13:46:28:726',12,32025784320,26006681600,9099159552,808654720,32187805696,28705613824,5352902144,1932483584,28851847168,19241449472,3695373056,2239069952,9067565056,9245663232,6556513792,5368551936,14173244416,17890906112,10275571712,2438215936,11555855360,11696374784,6881038336,10272657408,31356512256,26787872768,16246675456,16670371840,32212252672,32212252672,14693191680,22884108288,32212252672,32212252672,17383870464,15335421952,32212252672,32212252672,17212401664,18084900864,0,0,0,?,2,?,?,?,?,?
415,'2019/04/12 13:46:28:976',12,32044134400,26045794304,9097306112,786163200,32196128768,28725671936,5361728512,1872505728,28550486016,18924716032,3740792064,2250763264,8932879360,9307745280,6583481856,5288052224,14104811520,17747851264,10150965248,2402757376,11828632576,11812830208,7085253120,9876049920,31498231808,27029798912,16255659008,15744837632,32212252672,32212252672,14843914240,23992788992,32212252672,32212252672,17615767552,15797020672,32212252672,32212252672,17300985856,18258024448,0,0,0,?,2,?,?,?,?,?
416,'2019/04/12 13:46:29:226',12,32028735488,26049495040,9116835840,1026709952,32186822656,28723462144,5174686720,1749349248,28398956544,18326196224,3649535744,2216369664,8844107776,9318020096,6683167232,5354237952,14023885824,17605906432,10117252096,8877578240,11788259328,11872989184,7605805056,17340653568,31541018624,27194036224,22421186560,27093415936,32212252672,32212252672,20861130752,19401365504,32212252672,32212252672,16659510272,14354577408,32212252672,32212252672,17394974720,18560131072,0,0,0,?,2,?,?,?,?,?
417,'2019/04/12 13:46:29:475',12,31947208704,25962328064,8877284352,1461492608,32179089408,28672882688,4922224128,1448446464,27782639616,17369456640,3661291264,4856713216,8501717504,9398031360,6917414912,14926576640,13659463680,17352960000,14976741376,26095425536,12098313216,11958273024,16890822656,17104033792,31758682112,27609993216,19138435072,10173032448,32212252672,32212252672,10006177792,7589604864,32212252672,32212252672,15568130048,12816768000,32212252672,32212252672,17292425216,18429249536,0,0,0,?,2,?,?,?,?,?
418,'2019/04/12 13:46:29:728',12,31955591168,25945456640,8608735232,1698059008,32174239744,28676022272,5008378880,8041620992,26420742144,15705805824,5891118080,18853681152,8565733888,10090340352,12203462656,20719603712,13193576448,16962635776,13066071040,11483849728,13519469568,12342703104,8477979648,6566231552,32113403904,28598345728,16282973184,5828065280,32212252672,32212252672,9938960384,7540623360,32212252672,32212252672,15520589824,12773383168,32212252672,32212252672,17256876032,18356047872,0,0,0,?,2,?,?,?,?,?
419,'2019/04/12 13:46:29:978',12,31962798080,25886339072,8515864064,6862904320,32178565120,28644751360,7098795520,17204279296,25620066304,14788407296,10884443136,20871401472,8780474368,10573755392,11461220352,10648781824,12957134848,16795419648,8846957568,2427949568,14746578944,12769799168,9026096128,6597868032,32193992704,29252726784,16350632960,5730222592,32212252672,32212252672,9975763968,7562355200,32212252672,32212252672,15523641344,12776263680,32212252672,32212252672,17255251968,18393315328,0,0,0,?,2,?,?,?,?,?
420,'2019/04/12 13:46:30:225',12,32054034432,25906618368,8650241024,11918848000,32198948864,28679114752,11700203520,22207086592,25770037248,14835880960,9636552704,11065082880,9271589888,11126789120,9744018432,7011517440,13456550912,17375502336,8985314304,2160502784,15524230144,12951216128,9387588608,6779138560,32202473472,29679902720,16619180032,5832663552,32212252672,32212252672,10087302144,7706428928,32212252672,32212252672,15644767232,12953319424,32212252672,32212252672,17390303232,18543302656,0,0,0,?,2,?,?,?,?,?
421,'2019/04/12 13:46:30:478',12,32037580800,25876916224,10214554624,15191479296,32195475456,28669478912,11653402624,19132045312,25442220032,14263487488,9200126976,10795115520,9568815104,11510978560,9018807296,4920092160,13395672064,17404024832,8732624896,2245985536,16369474560,13153094656,9804007424,6813477376,32209170432,30137327616,16642822144,5624962560,32212252672,32212252672,10038578176,7609448448,32212252672,32212252672,15600260096,12908918784,32212252672,32212252672,17387526144,18532489216,0,0,0,?,2,?,?,?,?,?
422,'2019/04/12 13:46:30:728',12,32030636032,25845176320,10463058944,16128046080,32195538944,28660455424,11793566720,18804187136,24533374976,13250905088,9053999104,10629027840,9810989056,12045450240,9353222144,4710893056,13054617600,17117569024,8392287744,2339956224,17730936832,13668301824,10306461696,6556320256,32212252672,30702911488,16514095104,4668325888,32212252672,32212252672,10059358208,7529583616,32212252672,32212252672,15633882112,12943364096,32212252672,32212252672,17352648704,18550292480,0,0,0,?,2,?,?,?,?,?
423,'2019/04/12 13:46:30:979',12,32028207104,25770733568,11136644096,18918735872,32195409920,28652376064,12329790464,17246541824,24202481664,12785067008,8877844480,9383847936,9984374784,12194235392,9524560896,4598455808,12965414912,16867066880,8049060864,12635299840,18536480768,14058297344,10876188672,30399709184,32212252672,30991929344,15825190912,26085031936,32212252672,32212252672,10218375168,13783049216,32212252672,32212252672,15691212800,13112978432,32212252672,32212252672,17417848832,18614988800,0,0,0,?,2,?,?,?,?,?
424,'2019/04/12 13:46:31:225',12,31942545408,25638981632,11755080704,22785144832,32178628608,28579639296,13174771712,13598116864,23972026368,12013467648,8287183872,6857760768,9862895616,12315167744,18658422784,16134466560,12635333632,16184424448,22500755456,19646584832,18914293760,14420553728,19692967936,25795733504,32212252672,31120629760,15357247488,20671410176,32212252672,32212252672,10066832384,6782104576,32212252672,32212252672,15527693312,12805507072,32212252672,32212252672,17278765056,18415108096,0,0,0,?,2,?,?,?,?,?
425,'2019/04/12 13:46:31:478',12,32031014912,25695156224,12731167744,24016924672,32194686976,28617598976,13217193984,11653755904,23061610496,10897617920,7319974400,6059701760,10272105472,13094454272,9832471552,3952921088,12301964288,15795443712,22162051072,17680994304,20009660416,15201660928,24909537280,20662599680,32212252672,31422521344,23835539456,26936950784,32212252672,32212252672,10377436160,15727282176,32212252672,32212252672,15734790144,13087801344,32212252672,32212252672,17375025152,18602776576,0,0,0,?,2,?,?,?,?,?
426,'2019/04/12 13:46:31:726',12,31939190784,25607057408,12578503680,23633209344,32174827520,28553150464,12985595904,12045211648,22660823040,10491503616,7259511808,6450422272,10351405056,13038023680,9556049920,3866230784,11958393856,15349309440,6915016704,2041051264,20576448512,15187581952,11216582656,4802106880,32212252672,31544227840,22029709312,12189289472,32212252672,32212252672,28700925952,22436712448,32212252672,32212252672,27301566464,27997995008,32212252672,32212252672,17441177600,21914824704,0,0,0,?,2,?,?,?,?,?
427,'2019/04/12 13:46:31:976',12,32094459904,25813358592,12722345984,22997843968,32201175040,28664193024,12431469568,12572315648,22881325056,10550370304,7016755200,6724453376,10616192000,13363126272,9675198464,3994146304,12116240384,15324631040,6688346624,2003046016,20730589184,15233796096,10988232704,4351895552,32212252672,31677376512,14960024576,3240301568,32212252672,31854610432,14885521408,8019388928,32212252672,31928459264,28162906112,15875287040,32212252672,32212252672,30475401216,23154880512,0,0,0,?,2,?,?,?,?,?
428,'2019/04/12 13:46:32:225',12,32084043776,25680297984,12304506880,21819750400,32202682368,28615454720,11495806976,12740328448,22349416448,9943825408,6199165440,6401163776,10721945600,13505292288,9617172480,3241923840,11296394240,14476019712,6162132480,1677727616,21810286592,15634906112,10756878336,3714068224,32212252672,31861399552,14662915072,1796961536,31908136960,31799400448,10155933696,3718396928,31919661056,29486571520,17688301568,5379942912,32212252672,29063163904,20133505024,17644455936,0,0,0,?,2,?,?,?,?,?
429,'2019/04/12 13:46:32:476',12,32080701440,25571612672,10820983808,18746865664,32201895936,28602451968,11116474368,16301684736,23029278720,10355745792,7190519296,9209563136,10404134912,13037692928,9191349248,3048456448,11190421504,14445459456,5742897152,1446978944,21843847168,15623044096,10742606848,3221878016,32210960384,31674345472,14793608192,1363751808,31930335232,23761399808,14219537408,1185982720,31863027712,26960318464,18530998272,13229442048,32212252672,32212148224,17414021120,18884567040,0,0,0,?,2,?,?,?,?,?
430,'2019/04/12 13:46:32:725',12,32081686528,25536940032,10047790080,16984896512,32200847360,28572237824,10861090816,17785120768,22911328256,9930075136,7483549184,10259490816,10715148288,13334184960,8860505088,2697902848,20280029184,15078658048,5462668800,1186902400,31063627776,15626671104,11060784128,2654365696,28921401344,22134386688,14776657920,902673664,32063553536,31894093824,16894565376,7716645376,32212252672,32212252672,16030327808,16916012032,32212252672,32212252672,17404241920,18694381568,0,0,0,?,2,?,?,?,?,?
431,'2019/04/12 13:46:32:980',12,32089808896,25507295232,9985999872,16678066176,32203141120,28571537408,10517977088,17448163328,21519349760,8609209344,7204998144,10334787584,11216342016,14327913472,9131913216,2878677504,10532193280,13795314688,5419761664,1395331072,25010272256,17797152768,11312349184,2854441472,29529405440,26979803136,14699009024,1106353664,30858858496,24765548544,20235847680,3734663936,32212209664,32210483200,16492744704,15907861504,32212252672,32212252672,17426159616,18664065024,0,0,0,?,2,?,?,?,?,?
432,'2019/04/12 13:46:33:226',12,32085684224,25500545024,8987949056,13493644288,32203927552,28574388224,9866671104,19131052032,21866723328,9244869632,7456378368,12839804928,11012860928,14129639424,9505438720,3057159424,10594085888,14021280768,5573974016,1574257152,23434612736,16579641344,11095619584,3235107072,32212252672,31937861632,14864338944,1672085504,30045835264,31501799424,10003627008,2864235264,29568974848,20778199040,19102625792,5541332480,31529750528,27129321472,18167924736,19237646336,0,0,0,?,2,?,?,?,?,?
433,'2019/04/12 13:46:33:480',12,32089290752,25533970432,8458425344,10497222656,32201699328,28580642816,8905167872,18929600512,22093830144,9314387968,6663437824,14003028992,10864536576,13890213888,9615842304,4410531840,10851744768,14331862016,5461595136,1554122752,23009427456,16388126720,11010764800,3163395072,31754938368,31587336192,15031083008,1664780544,26279933952,28363487232,11365350400,2044183680,27269711872,20595171328,22901551104,9488052224,32202752000,31631251456,17763311616,19182850048,0,0,0,?,2,?,?,?,?,?
434,'2019/04/12 13:46:33:725',12,32093413376,25534574592,7615678976,4555936256,32205172736,28580392960,6661701120,13394940928,21548021760,8790873088,6226891776,17100408832,11496177664,14343650304,9831307264,12561813504,16795460608,15263363072,5308167680,1185623040,23445170176,15848121344,11384157184,2591062016,28527984640,24879532032,17954471936,1544562944,32212191232,32115154944,18884829184,9216172032,32212252672,32212252672,15787213824,15499831296,32212252672,32212252672,17449019392,18665811968,0,0,0,?,2,?,?,?,?,?
435,'2019/04/12 13:46:33:979',12,32088958976,25502705664,7491102720,1386416384,32202551296,28572841984,5004088320,5298265088,21529274368,8779736064,4933694464,14231231488,12138631168,14700644352,11695357952,19862560768,22870450176,15369299968,8099818496,15019089920,25846396928,19831302144,12420203520,2116905728,32194807808,31710752768,21176846336,3703424768,32212252672,32212252672,12569630720,12559933440,32212252672,32212252672,15731062784,13772981248,32212252672,32212252672,17454706688,18671515648,0,0,0,?,2,?,?,?,?,?
436,'2019/04/12 13:46:34:225',12,32010698752,25383346176,7328964096,1262876544,32187410432,28495792128,4891041280,1645236992,21398028288,8834825216,3469176320,7405534208,17461643264,15626699776,10412992512,18318280704,23297046528,15869400064,9671632896,19386120192,29209753600,27959183360,19509401600,12464202752,32212252672,32211996672,21273780224,6348082688,32212252672,32212252672,10210223104,11759500288,32212252672,32212252672,15638859776,12888935424,32212252672,32212252672,17344065536,18456737792,0,0,0,?,2,?,?,?,?,?
437,'2019/04/12 13:46:34:476',12,26741704704,21256744960,5424590848,561615808,27690137600,25307815936,3621383424,604783616,21758889984,7720242176,1716403456,2814899712,19707303936,13307080704,5839934464,6939667456,19005167616,16024792064,7859720192,19523239936,22967705600,30087761920,23091646464,15649707008,31734800384,31422558208,14745285632,8250371072,32062019584,32212252672,7901886464,5956779008,32184397824,32212252672,12847166464,9757095936,32211073024,32212252672,14618830848,14890783744,0,0,0,?,2,?,?,?,?,?
438,'2019/04/12 13:46:34:726',12,24993867776,19705174016,4806005760,445474080,25891905536,23629727744,3251033344,548586624,22412410880,10302396416,1285402240,1080351616,19834767360,10831855616,4836494848,4833273344,12437428224,23580880896,15060672512,13006784512,18552995840,22055419904,16967906304,17555685376,30250999808,30864730112,14335141888,13970529280,31141296128,32208093184,7092069376,4483871744,31720663040,32212252672,11770840064,8681463808,32026963968,32212252672,13558862848,13808807936,0,0,0,?,2,?,?,?,?,?
439,'2019/04/12 13:46:34:976',12,25259661312,19904972800,4872425472,490794880,24294158336,22777135104,3299451136,555960384,22857377792,11369724928,1515240448,807365888,15711675392,20301023232,10183796736,3786383360,8383387648,21851680768,18448574464,8473635328,17060672512,10898056192,10197614592,21162964992,30565302272,30853564416,15595099136,16980131840,31386515456,32211496960,7280400384,5149020672,31851522048,32212252672,11866756096,8881847296,32104990720,32212252672,13765388288,13984501760,0,0,0,?,2,?,?,?,?,?
440,'2019/04/12 13:46:35:227',12,22222264320,17267986432,3827822848,197784640,20163141632,18490873856,2680738560,275829888,21467500544,11387258880,1053930624,349583296,5072297472,23707656192,16984656896,2309940992,6633054208,13229347840,10477774848,6989782528,14273370112,8530999808,7807353344,19258732544,26968954880,28128407552,13841136640,14858825728,27858276352,30702325760,6300891648,4685609472,28816805888,31813533696,9847880704,6752859136,29675405312,32159852544,11654982656,11740020736,0,0,0,?,2,?,?,?,?,?
441,'2019/04/12 13:46:35:477',12,22464565248,17450557440,3871676160,226505488,20883277824,17505052672,2730030592,305339488,20250101760,14209193984,1757097472,454009536,5078141440,21803190272,21072820224,3104538880,6332548608,11769730048,9906476032,8690745344,15329080320,9228541952,8766002176,20634386432,27264976896,28613625856,14926272512,14886729728,28157949952,30981840896,6657522688,4870319104,29103824896,31944865792,10005493760,6838607360,29986224128,32188530688,11797601280,11858757632,0,0,0,?,2,?,?,?,?,?
442,'2019/04/12 13:46:35:725',12,22332106752,17202782208,3937606400,251471856,22029432832,17174502400,2763249408,326946592,18180450304,16806547456,4419948544,605352896,5067375104,17341464576,25259323392,5056027136,6255994368,10609613824,8102112768,9507970048,15515652096,9240539136,8598899712,20331837440,27299610624,28711213056,15123821568,15299156992,28161472512,31006386176,7058498560,5439815168,29110253568,31947640832,9981741056,6812876800,30009169920,32191406080,11787500544,11836101632,0,0,0,?,2,?,?,?,?,?
443,'2019/04/12 13:46:35:977',12,22580307968,17478582272,4977923072,302712704,23371765760,21290643456,8885038080,403066784,16612283392,11158883328,16099740672,2169380352,5112014848,8120273408,21077686272,16649744384,6289225216,10394314752,2646840576,12657473536,15482119168,9062851584,8871511040,20885927936,27308726272,28717019136,16222275584,15745788928,28201580544,31001604096,8061925376,6242418176,29121050624,31959697408,10001037312,6793184768,29989974016,32187996160,11783051264,11835651072,0,0,0,?,2,?,?,?,?,?
444,'2019/04/12 13:46:36:225',12,22585683968,18000527360,6434484736,344034560,23425652736,21628936192,16400087040,963983552,16593107968,6974424064,14372280320,8008569856,5180786176,8075262976,10256496640,21341251584,6322865152,10571599872,2870215936,10902156288,15603863552,9022572544,7320806400,16587865088,27334848512,28710649856,16886338560,20204759040,28186652672,31018223616,10812356608,10569710592,29136945152,31951294464,10040717312,6816772608,29994858496,32189292544,11790842880,11869673472,0,0,0,?,2,?,?,?,?,?
445,'2019/04/12 13:46:36:478',12,22563936256,17682292736,5597797376,313062080,23433443328,21305763840,17096560640,2739098624,16852417536,7155854336,13682641920,8927186944,5041766912,7805470720,7022792704,22407852032,6510736384,10737096704,2994094336,13405148160,15087522816,8670951424,5691013632,9723333632,27295541248,28608825344,14916232192,22580901888,28191873024,31021821952,13555265536,15287182336,29143961600,31942617088,11665995776,9323062272,29986764800,32190867456,11799521280,11848604672,0,0,0,?,2,?,?,?,?,?
446,'2019/04/12 13:46:36:725',12,28267044864,22631649280,6305856000,955051456,29228771328,26735196160,6345477632,1836410368,21087397888,9868762112,18789566464,9093700608,8507563520,11048135680,20242585600,14216192000,9855110144,14598800384,5270411776,25293473792,19917334528,12657048576,9212774400,13442459648,32154431488,31520952320,15308600320,20231030784,32208287744,32212252672,17115940864,24295243776,32212178944,32212252672,17265391616,18119669760,32212252672,32212252672,15301358592,15781891072,0,0,0,?,2,?,?,?,?,?
447,'2019/04/12 13:46:36:980',12,29198690304,23483156480,6655558144,934029888,30222354432,27466592256,4425160192,1193114240,20881303552,9274783744,5182335488,3006993664,9276150784,11743516672,21299898368,11090652160,10123938816,14858423296,20586647552,14189970432,20995842048,13649956864,9901713408,24838379520,32206856192,31748384768,15081521152,18665240576,32212056064,32212252672,16889532416,27356850176,32212252672,32212252672,17978898432,21209092096,32212252672,32212252672,15702256640,16244750336,0,0,0,?,2,?,?,?,?,?
448,'2019/04/12 13:46:37:224',12,28820817920,23295637504,6559870464,823174400,29845727232,27234908160,4305261056,977084800,20235616256,8674360320,2676608768,1796878208,9227466752,11478947840,8044280832,4123168000,10083569664,14630436864,23109984256,10081499136,20908818432,13417247744,25008556032,16621243392,32200970240,31802472448,16744025088,25997010944,32211859456,32212252672,18593785856,28656979968,32212252672,32212252672,19171383296,21966569472,32212252672,32212252672,15491339264,16071631872,0,0,0,?,2,?,?,?,?,?
